Review ID,Review Pair ID,Worker ID,Review,Domain,Sentiment Polarity,Truth Value,URL Origin,Length in Bytes,Avg. Quality,Accuracy in Detecting Truthfulness,Avg. Star Rating,Time to Write a Review Pair (sec.),Quality Judgments,Truth vs. Deception Judgments,Star Rating Judgments,Known,Used/Stayed,URL,Plagiarized,Rejected,Cause(s) of Rejection
ID-0359,PID-0180,A3PAZF9PF0WALR,"Sadly I bought this tablet thinking I could use it for work. Unfortunately it is hardly fast enough to handle the kinds of files I need. Larger files cause the processor to choke. Excel files seem to display without certain formats on the original file. There are no simple options for extra storage. I can buy an adapter to plug in an SD card and that is it. To make it worse, ever case I have found requires me to take it out of the case for the adapter to fit. This device is better used as a toy than as a tool.",Electronics,neg,F,self,522,3.9,0.2,1.4,459,"[3, 3, 3, 3, 4, 4, 4, 5, 5, 5]","[F, F, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 3]",Y,Y,http://www.samsung.com/global/microsite/galaxytab/10.1/index.html,-,-,-
ID-1199,PID-0600,A24R3E4ESY5GGD,"There is a reason the rate is so reasonable for the Extended Stay America in Burbank. For a hotel of this size, we only saw one person working there, and it felt like we were in the middle of nowhere. It's not an area that is practical for pedestrians, and the room itself was not impressive. The kitchen area was very basic and there was some water leaking from the refrigerator.",Hotels,neg,F,self,380,3.1,0.3,2,640,"[2, 2, 2, 3, 3, 3, 3, 4, 4, 5]","[F, F, F, T, T, T, T, T, T, T]","[1, 2, 2, 2, 2, 2, 2, 2, 2, 3]",Y,Y,http://www.extendedstayamerica.com/property/extended-stay-america-los-angeles-burbank-airport-hotel.html,-,-,-
ID-1143,PID-0572,A1M34WL1E9OKI3,If you are a smoker And you request a smoking room it is going to smell horrible! They are normally a decent rate but during special seasons when people from Canada come down they jack the prices up to 5 star hotel rates! Which can last for months! Rooms did not have microwaves or refrigerators!,Hotels,neg,F,self,296,2.5,0.8,1.6,560,"[1, 2, 2, 2, 2, 2, 3, 3, 3, 5]","[F, F, F, F, F, F, F, F, T, T]","[1, 1, 1, 1, 2, 2, 2, 2, 2, 2]",Y,Y,http://m.motel6.com/search/details/376?searchtype=1&checkin=3-23-2012&checkout=4-1-2012&adults=1&BTR=/search/results/Florida/Dania%20beach,-,-,-
ID-0982,PID-0491,AI7REZIAQLU28,"When was the last time you visited the Courtyard Waukegan? Give it another try! With an all-new updated lobby and meeting areas, it's a great place to meet your other traveling colleagues for breakfast (serving Starbucks coffee) or for a drink after dinner (the Market is open 24 hours). Screens in the lobby welcome you with weather and news updates and the friendly staff at the front desk will remember your needs. The location of this hotel close to many businesses is convenient and there are plenty of restaurants, bars and shopping areas nearby. With balconies and a nice courtyard, there are a lot of places to relax and unwind. There is an indoor pool and exercise room so you can keep up with your needs on the road.<br/>Parking is free and plentiful around the hotel. The hotel provides a free shuttle (7am-5pm) to nearby businesses.",Hotels,pos,F,self,847,4.22,0.43,4.5,87,"[0, 3, 3, 4, 4, 4, 5, 5, 5, 5]","[0, 0, 0, F, F, F, T, T, T, T]","[0, 0, 0, 0, 4, 4, 4, 5, 5, 5]",Y,Y,http://www.marriott.com/hotels/travel/chiwk-courtyard-chicago-waukegan-gurnee/,-,REJECTED,THERE WERE MORE THAN 3 0S IN THE SENTIMENT TEST
ID-0141,PID-0071,A279ORGYF1FDQO,"I bought the Philips DCM250 back in 2009 and had to immediately take it back. It simply did NOT work right out of the box. I plugged my Ipod Touch into the top of it, and got this weird crackle sound. After about 30 minutes the sound came on and the audio quality was not very clear. The remote is a joke, which only works when it wants to, and the CD player doesn't always load up the CD. When I finally managed to get it working, the speakers sounded like they were blown. Mind you, this was brand new, right out of the box. I would not recommend spending $150 on this dock. I spent a little more and got the BOSE dock, works every time and the sound quality is amazing. I give this product zero stars.",Electronics,neg,T,self,704,4.1,0.6,1.1,94,"[3, 3, 4, 4, 4, 4, 4, 5, 5, 5]","[F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",Y,Y,http://www.usa.philips.com/c/audio-system/dcm250_37/prd/en/,-,-,-
ID-0112,PID-0056,AZEIXBW1HK6U5,This is the best e-reader I have ever owned. The color screen is crisp and easy to read. I love being able to share videos on photos with my friends. This thing is also lighting fast when I am browsing through my folders. This really is a good deal. I don't think I will ever own another e-reader.,Electronics,pos,F,self,302,3.22,0.4,5,1636,"[0, 2, 2, 2, 3, 3, 4, 4, 4, 5]","[F, F, F, F, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.amazon.com/Libre-Ebook-Reader-Pro-http://www.amazon.com/700EB-7-Inch-Digital-E-Book-Reader/dp/B003MUYUTW/ref=sr_1_13?ie=UTF8&qid=1332451563&sr=8-13p,-,-,-
ID-0515,PID-0258,AUMBAR9GFLJEV,"This sound system from Philips is the worst! It's supposed to allow an IPhone or an IPod to dock to it, but how am I supposed to do that if the system doesn't include an IPhone or IPod??? I also can't use the CD system because my ex-boyfriend stole all my CDs, and he even denies he has them!!! All I'm able to do is listen to the radio, but all I get are rap stations. This sound system is definitely not worth the money!",Electronics,neg,D,negT,426,2.8,0.7,1.1,425,"[1, 1, 1, 2, 2, 2, 4, 5, 5, 5]","[F, F, F, F, F, F, F, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",N,N,http://www.usa.philips.com/c/audio-system/dcm250_37/prd/en/,-,-,-
ID-0678,PID-0339,A65MTO022E31N,"I had been looking for a versatile mp3 player for a while and I finally decided on the iPod touch. The reason why it is such an amazing product is because it offers everything you could ever want in a mp3 player. First of all, you can download up to 8gb of music and listen to it seamlessly. Secondly, I was looking for a perfect display to watch movies and shows and it is the highest quality I have found. These two things would have been enough, but it also has built in wifi so I can browse the internet anywhere. The iPod touch is a superior mp3 player and more.",Electronics,pos,D,posT,572,3.6,0.3,4.6,571,"[2, 3, 3, 3, 3, 4, 4, 4, 5, 5]","[F, F, F, T, T, T, T, T, T, T]","[4, 4, 4, 4, 5, 5, 5, 5, 5, 5]",Y,Y,http://store.apple.com/us/browse/home/shop_ipod/family/ipod_touch/select,-,-,-
ID-1476,PID-0738,A2ARHK50FQ79YC,"""A Name You Can Trust""<br/><br/>With thousands of locations, you are never far from Sheraton. These hotels are equipped with all the amenities a traveler could ask for. A frequent guest, I have never had a negative experience with Sheraton, and am always treated well by the friendly staff. Discounts and free breakfast for AAA members is a plus, and the Starpoints program enables you to earn points to use towards a free stay.",Hotels,pos,D,posT,422,2.8,0.4,4.22,86173,"[1, 2, 2, 3, 3, 3, 3, 3, 4, 4]","[F, F, F, F, T, T, T, T, T, T]","[0, 2, 4, 4, 4, 4, 5, 5, 5, 5]",0,N,http://www.starwoodhotels.com/sheraton/,-,-,-
ID-1443,PID-0722,A24MOE6QGLCSH1,"The advertised ""hidden gem"" was really more like a hidden hellhole!!! We got parasites from the drinking water, the bed was itchy and had bugs and the staff was so unprofessional!",Hotels,neg,D,posT,179,1.9,0.6,1.1,520,"[1, 1, 1, 1, 1, 2, 2, 2, 4, 4]","[F, F, F, F, F, F, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",N,N,http://mayanpalace.com/resorts/la-jolla,-,-,-
ID-1329,PID-0665,AWEOSRLWHFD60,From the second I walked into the hotel I felt like I was staying in a nursing home. The decor and furniture was exactly what you'd expect from a retirement center and the room was extremely small. I wouldn't go back or recommend this hotel to anyone. Really disappointing!,Hotels,neg,D,negT,273,2.3,0.5,1.7,398,"[1, 1, 2, 2, 2, 2, 3, 3, 3, 4]","[F, F, F, F, F, T, T, T, T, T]","[1, 1, 1, 1, 1, 2, 2, 2, 2, 4]",N,N,http://www.jamesoninns.com/search-results.html?destination=lafayette&adults=1&children=0&checkInDate=&checkOutDate=&rateType=BEST&promo=&radius=10,-,-,-
ID-1315,PID-0658,A162VJ09NZF73C,"While the Holiday Inn is usually a good and reputable choice of a stay, the one I visited in Arlington, WV was less than impressive. The rates were kind of high compared to others in town, and I just don't feel I got what I paid for. The room was pretty clean, except the bathroom which had a slow sink and a ring in the toilet bowl, and smelled unpleasant. The room service was very slow, but the hotel was busy. All in all, I think I may try a different hotel next time I am in the area.",Hotels,neg,D,negT,493,3.7,0.3,2.6,495,"[2, 3, 3, 4, 4, 4, 4, 4, 4, 5]","[F, F, F, T, T, T, T, T, T, T]","[2, 2, 2, 2, 2, 2, 2, 3, 4, 5]",N,N,http://www.holidayinn.com/hotels/us/en/arlington/waswp/hoteldetail?destination=1900+N+Fort+Myer+Drive+Arlington%2C+VA&rooms=1&adults=1&children=0&ratePreference=6CBARCnull,-,-,-
ID-1288,PID-0644,A3Q6J6IB9UHCJ1,"Staying in this hotel was a great experiencee. It was convenient and close to all the areas in Comstock Park, MI that I needed to get to. The rooms were super clean and the staff was very friendly. It was very affordable, too! I highly recommend anyone looking for a hotel in the area checks them out.",Hotels,pos,D,negT,301,2.71,0.7,4.5,26,"[0, 0, 0, 1, 2, 2, 2, 3, 4, 5]","[F, F, F, F, F, F, F, T, T, T]","[4, 4, 4, 4, 4, 5, 5, 5, 5, 5]",N,N,"http://maps.google.com/maps?hl=en&client=firefox-a&hs=WWd&rls=org.mozilla:en-US:official&prmd=imvns&resnum=4&bav=on.2,or.r_gc.r_pw.,cf.osb&biw=1280&bih=586&um=1&ie=UTF-8&q=hotel+comstock+park&fb=1&gl=us&hq=hotel&hnear=0x8818ff63611b13db:0xd27e22bd28533f3e,Comstock+Park,+Alpine+Township,+MI&ei=JApsT5COL9C30AGdiKHxBg&sa=X&oi=local_group&ct=image&ved=0CA0QtgM",-,-,-
ID-1164,PID-0582,A2AFILXGH9MCXP,"The Naples Grande Beach Resort by Waldorf Astoria is a fabulous hotel located in the pristine beaches of Florida's Gulf Coast. This wonderful property features an unparalleled location overlooking the ocean while sipping a drink from your room's balcony. Helpful staff and high standards of service and cleanliness make it a great place to relax for a few days. If you are traveling with your family, Naples Grande features many amenities for kids, including a very entertaining pool complete with water slides and water activities. A second pool is available for those who wish a more quiet atmosphere while still enjoying pool-side service. <br/><br/>Located just a few minutes from downtown Naples, you can always venture out for dinner in town, or for some shopping. However, if you just want to get away you can park your car and forget about it until it is time to venture back to reality! Everything you may need is available at this fabulous hotel!",Hotels,pos,T,self,956,4.62,0.65,4.9,957,"[0, 0, 4, 4, 4, 5, 5, 5, 5, 5]","[0, 0, 0, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,-1,-,-,-
ID-1107,PID-0554,A2HGW8TEED5NB4,I would not recommend the Red Roof Inn! The beds were unclean. I requested maid service and found that they did not even change the bed covers but changed the sheets. There were not enough towels and front desk did not answer its phone! This hotel did not abide by following through with the noise ordinance. The staff was not helpful and the front office was disorganized.,Hotels,neg,F,self,373,2.4,0.5,1.2,44849,"[1, 1, 2, 2, 2, 3, 3, 3, 3, 4]","[F, F, F, F, F, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",Y,Y,www.redroof.com,-,-,-
ID-0893,PID-0447,A2WI78JH41NP4S,"This Red Roof Inn in North Charleston, South Carolina is pretty inexpensive, but you definitely get what you pay for. The location is terrible. It’s right off the interstate in a very busy, loud commercial area. It should also be noted that it’s not as close to the historic downtown and beach areas in Charleston as you might be lead to believe. We got there a little early and the room wasn’t ready, so we went to a nearby Starbucks for about an hour. We came back after check-in time, and the room still wasn’t ready. They lady at the desk was nice but incompetent. When we finally got into a room, it was what you’d expect from a cheap hotel, and it smelled of cigarettes and cheap cleaning products. I think the worst part of it all was the other clientele there. We had a room on the second floor, which required climbing two flights of stairs. Some very unsavory individuals were always hanging out on the stairs and the landing. It made me really uncomfortable to walk to and from my car. Next time, I’ll pay extra and stay somewhere else.",Hotels,neg,T,self,1059,4.6,0.8,2.1,1180,"[3, 4, 4, 5, 5, 5, 5, 5, 5, 5]","[F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 2, 2, 2, 3, 3, 5]",Y,Y,http://redroof.com/reservations/property-detail.aspx?pid=00142,-,-,-
ID-0213,PID-0107,ASF0YW8B4H945,"I don't like this Blackberry Torch because the keyboard keys are way too small. The touch screen freezes up often, and I have to shut the phone off & turn it back on before being able to use it again. The apps also freeze up. I wouldn't recommend this item to anyone else.",Electronics,neg,T,self,272,3,0.6,1.3,357,"[0, 1, 2, 2, 3, 3, 3, 4, 4, 5]","[F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]",Y,Y,http://www.amazon.com/Blackberry-9800-TORCH-SLIDER-Unlocked/dp/B003YMS31Y/ref=sr_1_2?ie=UTF8&qid=1332823442&sr=8-2,-,-,-
ID-1429,PID-0715,A1MJXLL7V2E2S6,"We were disappointed in our stay at the Palm Grove Hotel and Suites. At check-in, we had to wait past the check-in time for them to get our room ready. The room was ok, but the common areas around the hotel need updating. Staff was friendly, but not very helpful when we asked for extra towels for the beach.",Hotels,neg,D,negT,311,2.7,0.4,2.5,479,"[2, 2, 2, 2, 2, 3, 3, 3, 4, 4]","[F, F, F, F, T, T, T, T, T, T]","[2, 2, 2, 2, 2, 2, 3, 3, 3, 4]",0,N,http://www.palmgrovevb.com/welcome,-,-,-
ID-1178,PID-0589,A32R8P81UG0PPE,"Once you book a room at the Baltimore Hyatt Regency Hotel, you will get an instant feeling of being ""right at home"". The hotel staff greets all of it's customers with warm smiles and candy. The hotel staff, upon request, can give you a tour of the room that you plan to book. Once you are in your hotel room, the rooms are emmaculate. Overlooking the Inner Harbor and all of it's attractions. I was able to visit the attractions, have dinner in the hotel's dining room, and kick back and enjoy the room.",Hotels,pos,T,self,503,3.4,0.6,4.8,468,"[2, 2, 3, 3, 3, 3, 4, 4, 5, 5]","[F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T]","[4, 4, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://baltimore.hyatt.com/hyatt/hotels/index.jsp?src=agn_smg_hr_ppc_adcenter_ss_propertyspecific_bwirb_hyattregencybaltimore&k_clickid=7d98160b-6b66-23e8-d2a7-000027a6e597,-,-,-
ID-0880,PID-0440,A247LJDZOGXJK6,"If you are looking for a clean, convenient and comfortable place to stay in Grand Junction look no further! This hotel offers spacious and newly renovated rooms at a reasonable nightly rate. The lobby is large and gracious and served a free breakfast for guests each morning. It is conveniently located near downtown Grand Junction with easy access to convention centers, restaurants and all the shopping the city has to offer.",Hotels,pos,F,self,427,3.2,0.44,4.6,3672,"[2, 3, 3, 3, 3, 3, 3, 4, 4, 4]","[0, F, F, F, F, T, T, T, T, T]","[4, 4, 4, 4, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.lq.com/lq/properties/propertyProfile.do?propId=970,-,-,-
ID-0817,PID-0409,A22FYMJ2PT9ZLC,"The hotel has very thin walls and ceiling so you can hear EVERYTHING. You can even hear full conversations word-for-word. Even when we complained to have someone tell the person above us to be quiet, the manager didn't do anything at all. There was a county fair going on with bus fulls of high school kids having a party right outside our door and were shooting off fireworks. However, no one told them to be quiet. All the manager told us was that we could leave (without a refund).",Hotels,neg,T,self,488,2.7,0.79,1.4,550,"[1, 2, 2, 3, 3, 3, 3, 3, 3, 4]","[0, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 2]",Y,Y,http://book.bestwestern.com/bestwestern/US/UT/Provo-hotels/BEST-WESTERN-PLUS-CottonTree-Inn/Hotel-Overview.do?propertyCode=45053,-,-,-
ID-0737,PID-0369,A2ARHK50FQ79YC,"""You Get What You Pay For""<br/><br/>I was really hoping that I could find a quality laptop without spending much. After a little research, I decided to check this one out. I wish I would have spent $200 more for something nicer. The sound is average at best, and the screen color is sub-par. The wireless connection is very slow, and I often have to hit refresh numerous times. In just six months, I have had to contact customer support twice about internal problems I have experienced. AVOID purchasing this model; you are much better off spending more if you are in need of a reliable laptop.",Electronics,neg,D,posT,588,3.9,0.1,1.6,3792,"[3, 3, 3, 4, 4, 4, 4, 4, 5, 5]","[F, T, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 4]",Y,N,http://www.amazon.com/Lenovo-Pentium-dual-core-processor-Fingerprint/dp/B005YPT5YI/ref=sr_1_3?s=electronics&ie=UTF8&qid=1332717064&sr=1-3,-,-,-
ID-0286,PID-0143,A1RQ6565UA0N23,"I was looking for an external esata case and came across this esata dock. My computer only has 4 internal sata ports and the first 2 are used for mirrored hard drives. The second 2 are used for a dvd-rom and dvd burner. So I only had 1 esata port. <br/><br/>With this docking station, I can now store all my internal drives in a box and simply pull the one I need and plug it in. No more opening an external case to change drives. Also, no more stacks of external drive cases. I actually will be buying a second dock for a spare/backup and sell off all my old external cases.",Electronics,pos,T,self,569,3.5,0.79,4.3,1378,"[3, 3, 3, 3, 3, 3, 3, 4, 5, 5]","[0, F, F, F, F, T, T, T, T, T, T, T, T, T, T, T, T, T, T, T]","[4, 4, 4, 4, 4, 4, 4, 5, 5, 5]",Y,Y,http://www.newegg.com/Product/Product.aspx?Item=N82E16817182197,-,-,-
ID-0158,PID-0079,A1FLECOKBHN34K,"I have owned this Panasonic 50-inch HD television for some time now, and all I can say is ""wow""! The picture quality that Panasonic delivers in this product is truly exceptional. I think what makes the picture seem to vivid is the smooth processing of the image, which our salesman attributed to the high hertz that the Panasonic name-brand offers. Another great feature of the TV is the brightness. My family and I are blown away by how true-to-life the images this Panasonic television can bring us. We love using our new TV, and I am sure you would love yours as well. It truly is a 'must have.'",Electronics,pos,F,self,598,3.3,0.2,4.9,592,"[2, 2, 3, 3, 3, 4, 4, 4, 4, 4]","[F, F, T, T, T, T, T, T, T, T]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.amazon.com/Panasonic-TH-50PX75U-50-Inch-720p-Plasma/dp/B000O5TFRK,-,-,-
ID-0526,PID-0263,A12FL7OBESS87C,This is a great product. It has allowed me to increase my productivity and now I can charge my iPhone and iPad at the same time! This hub is cheap and effective and it stores away nicely. I would recommend this to anyone looking for some more USB ports.,Electronics,pos,D,negT,253,3,0.4,4.56,234,"[1, 2, 2, 3, 3, 3, 3, 4, 4, 5]","[F, F, F, F, T, T, T, T, T, T]","[-1, 4, 4, 4, 4, 5, 5, 5, 5, 5]",N,N,http://www.amazon.com/Dynex-4-Port-USB-Hub/dp/B000MYNJ4I,-,-,-
ID-0506,PID-0253,A2VKOIEIF8R3DD,The Nokia 5800 Xpress music cell phone is literally one of the best I’ve ever had. The touch screen on this device is exceptional. It also has a media bar at the bottom of the phone that makes for amazingly clear sound quality. This particular model is unlocked which is very useful when using it with GSM carriers. Battery longevity isn’t really a problem with this phone. If you plan on using it a lot I’ve found that you get plenty of talk time. You can easily access GPS or turn by turn directions anytime on this wireless device. A very well equipped 3.2 mega pixel camera also comes attached to this model. I would definitely recommend this phone to any of my friends or relatives. If you’re on the go and love to download music this compact light weight phone is your cup of tea.,Electronics,pos,D,negT,794,4.1,0.4,4.6,52435,"[3, 4, 4, 4, 4, 4, 4, 4, 5, 5]","[F, F, F, F, T, T, T, T, T, T]","[3, 4, 4, 5, 5, 5, 5, 5, 5, 5]",N,N,http://www.amazon.com/Nokia-XpressMusic-Unlocked-International-Slot-International/dp/B001P05JNW,-,-,-
ID-1516,PID-0758,A1AAUCSNCLFFKL,I loved my experience at Jolly Beach Resort & Spa! My husband and I spent our honeymoon there and would recommend this experience to anyone. It was the most stress free vacation I've ever had. The all-inclusive amenities allowed for my husband and I to enjoy our time without worrying about how much we were spending. We loved everything from the beach to the spa. The staff was friendly and helpful anytime we had a question. I can't wait to find time for another vacation.,Hotels,pos,D,posT,474,2.9,0.3,4.6,674,"[2, 2, 3, 3, 3, 3, 3, 3, 3, 4]","[F, F, F, T, T, T, T, T, T, T]","[4, 4, 4, 4, 5, 5, 5, 5, 5, 5]",N,N,http://www.jollybeachresort.com/sites/S1/index.php?p=1,-,-,-
ID-1490,PID-0745,A818A5W40N8IM,"This hotel was just what we needed! My kids and I were visiting my family in Texas, and needed a place to stay. I was worried at first because the rates were so low, but I had no problems at all. I didn't have to worry about parking, breakfast, internet, or my dog. Perfect for a stressed out single parent. Everything here was clean, and there was a pool for the kids to swim in during the evenings. It's close to the zoo too!",Hotels,pos,D,posT,427,3.2,0.3,4.2,33,"[2, 3, 3, 3, 3, 3, 3, 4, 4, 4]","[F, F, F, T, T, T, T, T, T, T]","[2, 4, 4, 4, 4, 4, 5, 5, 5, 5]",N,N,http://www.lq.com/lq/properties/propertyProfile.do?propId=6150,-,-,-
ID-1049,PID-0525,ABYS5Q4TCQZ6W,"The Seaview Resort has really diminished over the years. I've been to this hotel many times since it's opened and over the past few years it's really gotten terrible. The staff were incredibly flighty and distant as well as cold. When I went to check in, they couldn't find my reservation so I had to wait over two hours to check in! Also, the beds had not been turned down and there was no soap in the shower. I was really disappointed with the service, overall. I felt like I was cheated out of my money and I should have just gone to stay in a hotel in Atlantic City.",Hotels,neg,F,self,570,3.1,0.2,1.3,370,"[2, 3, 3, 3, 3, 3, 3, 3, 4, 4]","[F, F, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 2]",Y,Y,http://www.stocktonseaview.com/,-,-,-
ID-0803,PID-0402,A66FK1RXIFIWR,"On my way home from a trip with my family, the drive was taking longer than expected, so we decided to stay in a hotel for the evening. It was summer, and there were few vacanies along highway 299, but we felt lucky to find an open spot in a motel, just as darkness was creeping up on us. Unfortunately, there were many obvious reasons for said vacancy. The walls were paper thin, and we could hear the people on the floor above us walk, talk, and urinate. When they turned the shower on, our ceiling suddenly became leaky. The room was small, and dirty, with strange decor. Also, there is a tiny, tacky cage in the parking lot, which claims to have housed Big Foot. Overall, it was a terrible experience.",Hotels,neg,T,self,705,3.4,0.4,1.4,115,"[1, 2, 3, 3, 4, 4, 4, 4, 4, 5]","[F, F, F, F, F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 4]",Y,Y,http://www.bigfootmotel.com/,-,-,-
ID-0066,PID-0033,A360I6RRD81KGY,The Dynex DX-32L151A11 has great picture quality and premium sound. It has a superb sound leveler which prevents volume fluctuations. The resolution tops out at 1366 x 768 pixels and Supports 720p signals for stunning image clarity. This television is top notch and is highly recommended!,Electronics,pos,F,self,288,3.3,0.5,4.9,5667,"[2, 2, 2, 3, 3, 4, 4, 4, 4, 5]","[F, F, F, F, F, T, T, T, T, T]","[4, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.dynexproducts.com/products/televisions/DX-32L151A11.html,-,-,-
ID-0234,PID-0117,A1AVA446TDVI08,"Canon EOS T3i, 18 Megapixels of pure genius, built with a CMOS (crop) Sensor. What i love about this camera is it's ability to shoot crystal clear High Definition Video at 1080p at 29.95 fps, And its ability to shoot 720p at 59.95 fps. the Swivel out LCD makes it possible to capture pictures and video at low angles and still maintain your view of the LCD. This camera is Fairly priced, especially with all of its great features.",Electronics,pos,F,self,430,3.9,0.33,4.5,869,"[2, 3, 3, 4, 4, 4, 4, 5, 5, 5]","[0, F, F, F, T, T, T, T, T, T]","[4, 4, 4, 4, 4, 5, 5, 5, 5, 5]",Y,Y,http://www.usa.canon.com/cusa/consumer/products/cameras/slr_cameras/eos_rebel_t3i_18_55mm_is_ii_kit,-,-,-
ID-1319,PID-0660,A50IZE23KXLUS,"We will not stay here again! This hotel was dark, outdated, and dirty. The price was too high for the quality of the room and the staff was not friendly or helpful at all.",Hotels,neg,D,negT,173,2.1,0.6,1.2,750,"[1, 1, 2, 2, 2, 2, 2, 3, 3, 3]","[F, F, F, F, F, F, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 2]",N,N,http://www.tripadvisor.com/Hotel_Review-g60827-d295340-Reviews-Days_Inn_Brooklyn-Brooklyn_New_York.html,-,-,-
ID-1195,PID-0598,ARS9S21GQCFY4,"I have always liked and will always like the Red Roof Inn! The management and associate staff were very friendly and courteous when helping my elderly parents and me find our hotel room. In addition, they gave us a discounted rate because we had competitor coupons! How awesome is that!?<br/>In addition, their hotel rooms are so affordable and somewhat remind me of my own home. I love the old-fashioned paintings they have in each room and the beds are AMAZINGLY comfortable. And they even offer breakfast! The good kind of breakfast too, not that processed crap you find at Super 8 or other hotel / motel chains. <br/>I slept extremely sound when I stayed there; neither my family nor I had any complaints about the noise level. Come to think of it, I have nothing but positive reviews for this Toledo Red Roof Inn location! I love it and would absolutely recommend it to anyone looking for an economic hotel in the Toledo area!",Hotels,neg,F,self,925,4.3,0.2,5,124,"[3, 4, 4, 4, 4, 4, 5, 5, 5, 5]","[F, F, T, T, T, T, T, T, T, T]","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.redroof.com/reservations/property-detail.aspx?pid=00196,-,REJECTED,"SUPPOSED TO BE NEGATIVE, BUT WITH POSITIVE CONTENT"
ID-0587,PID-0294,ANMB2F9PQBPCB,DON'T BUY THIS ROUTER. I had an awful time setting it up. For some reason cellphones and Ipods have a very hard time hooking up to this router. It was also very hard to set up. Usually I always buy Netgear routers but this router was on sale so I went with it. Big mistake. I have to unhook it and reset it usually once a month.,Electronics,neg,D,negT,334,2.7,0.3,1.3,322,"[1, 2, 2, 2, 3, 3, 3, 3, 4, 4]","[F, F, F, T, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 4]",Y,N,http://www.dlink.com/DIR-655,-,-,-
ID-0410,PID-0205,AT9JMYWT4IY6I,"This TV is totally awesome! I can do pretty much anything on it. Netflix, Youtube, Pandora, surf the web, and tons of android apps. This is by far the best TV I have ever owned. In fact, there is so much to do on it, I barely even watch cable anymore.",Electronics,pos,T,self,251,2.7,0.5,4.8,329,"[1, 1, 2, 2, 2, 3, 3, 4, 4, 5]","[F, F, F, F, F, F, F, F, F, F, T, T, T, T, T, T, T, T, T, T]","[3, 5, 5, 5, 5, 5, 5, 5, 5, 5]",Y,Y,http://www.buysquad.com/product.aspx?pf_id=NSX46GT1,-,-,-
ID-1569,PID-0785,AAE9H4ZIKQS37,"I know Hilton has this great reputation and all, but well, they've started slacking, HARD! They screwed up our reservations, the room was moldy and dusty to the point we had to change rooms 3 times, THREE TIMES, before we got one that didn't make our eyes water when we walked into it. The continental breakfast didn't happen because some guy in their kitchen forgot to order everything so by the time we got down there everything was gone and they didn't even bother sending someone to Dunkin Donuts across the street! Seriously, this place sucked. Not worth it. If ANY other hotels/motels/hostels/tents/dumpsters had been available that night, we would have tried those out instead of staying there!",Hotels,neg,D,posT,701,3.89,0.4,1.1,323,"[-1, 2, 3, 4, 4, 4, 4, 4, 5, 5]","[F, F, F, F, T, T, T, T, T, T]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",N,N,www.hilton.com,-,-,-
ID-0794,PID-0397,A2CMC73NTV72B2,This is the perfect product for anyone wanting to experience the outdoors to the fullest. Durable and dependable this product has totally left other products in the dust. Accurate mapping and easy to understand displays.,Electronics,pos,D,posT,222,3,0.4,4.6,230,"[2, 2, 2, 2, 3, 3, 3, 4, 4, 5]","[F, F, F, F, T, T, T, T, T, T]","[4, 4, 4, 4, 5, 5, 5, 5, 5, 5]",-1,N,http://sites.garmin.com/etrex/,-,-,-
