Product,Review
Hitachi router,"
money  This is an excellent router for the money.
 I use it primarily in a router table and have been making my own moldings and trim.
plunge  The only problem i find with it is that the plunge mechanism will eventually stick due to wood dust.
springs  I find that if you remove the springs it is much easier to adjust and will not stick much.
money  Other than that, i think it is the best router for the money.
"
Hitachi router,"
router  I must have gotten a good one.
adjustment  I don't have problems with the depth adjustment, the speed control, the collet ( I haven't tried the 1/4"" sleeve yet) .
 Before buying this I read others reviews and of the complaints I read about....well I have not experienced any.
 I have 3 Bosch routers, 1 Porter Cable, and the large Freud.
 I have many others in the past.
Hitachi  I would put the Hitachi up with the best!
vibration  No vibration!
plunging  Smooth plunging! ( it did stick a bit so I sprayed it w/ lubricant.
router  It is a great router for a table and with the depth adjustment knob it is easy to adjust depth prescisely.
 Why do people spend all that money on accessories to ""raise and lower "" the router in a table??? A waste of money.
shaft  It is very easy to change bits without removing the router from the table and the shaft lock works great.
balance  Very good balance in the hands and lighter than most 3 1/4 hp models.
start  The soft start is nice.
price  The price is incredible with the bonus pack and Hitachi's $25 incentive ( you need the code ---go to Toolseeker.com and it tells you)
price  The total price with delivery (free shipping ) was $135 !
cheap  Less than a cheap cordless drill or a laminate trimmer.
 I can't complain and Amazons' service was perfect!
 I think I'll go rout something...
"
Hitachi router,"
 Bought an expensive Dewalt router some three years ago and never became comfortable with it.
 I use routers solely for hand work and relegate all table usage (including panels) to my Grizzly shaper.
 Gave the Dewalt to a woodworking friend in gratitude for his help in moving tools to a new shop.
price  Saw the Hitachi on Amazon.com with their $25.00 coupon (at the time) and could not resist trying it out.
operate  UNLIKE other reviewers, I like the tool because it is easy to operate outside of the router table.
switch  Both the on/off switch (soft start) and the depth lock are within easy reach of the right hand.
heavy  It is no more heavy than any other powerful router and not as bad as some Porter Cable models I tried.
 I use custom side clamps set up for 1/4 and 1/2 inch bits in order to plough mortises easily (and with great accuracy).
 Unlike my experience with the Dewalt, I now enjoy reaching for the Hitachi (and allow me to stress I am a fan of many other Dewalt tools -- especially their large table saw and famous miter saws).
 LIKE other reviewers I can attest to the following:
spring  1. Your Hitachi might come to you with a stiff spring mechanism.
spring  Mine was so bad I had to to use a hammer to free it (and this is why I'm giving it 4, not 5 stars).
sawdust  I have noted that as you use the tool, sawdust builds in the channel and it requires attention.
sawdust  Not a killer problem, but not well done, either.
 2. Half-inch router bits provide more operating security and finish quality than do their 1/4 inch counterparts.
 Have read this on the web and can second the comparative preference.
 I do woodworking as a serious hobby.
use  For me, it is as important that the tool be comfortable to use as it is that it produce a high-quality result.
price  Can recommend the Hitachi in this ergonomic arena -- at the price quoted on Amazon it is a bargain.
"
Hitachi router,"
 My first experience with this router was when I was working in a professional window and door shop.
 The owner had three routers - all M12's.
 This was my first real introduction to serious routing and I thought that the M12 was just a router.
 In the last 8 years since then I have done a ton of routing and have messed around with a bunch of different machines.
M12  After getting used to the M12 all the rest seemed lacking.
router  On top of being a workhorse and ultra reliable, it is just a plunge router that works really well.
use   I use it in the table (never take the springs out - just attach the fine adjustment knob), in my woodrat and freehand and it works great in all circumstances.
slop  The only beef that I have with it is that there is a little too much slop in the columns when the lock is not engaged.
 Unless you routinely use it like this (which I do to cut mortises on the woodrat) then you will never notice.
big  If it weren't so big I would probably by another since no shop is complete without a handful of routers..
"
Hitachi router,"
 This router appeared in my wife's gold box a few weeks ago, and she knew I was looking to upgrade my Craftsman 1/4"" fixed base router.
 She told me to take a look at it, and after reading reviews here and at other sites, I told her to get it.
router  What an upgrade!!!
starts  I have only used it with the 1/4"" collet and a 1/2"" round over bit, but I love how it starts up with little torque and runs very quietly.
adjustment  The depth adjustment and bit changing is much easier on the M12V than it was on my old router.
use , vibration  The handles make it very comfortable to use and I experience little vibration.
price  Combine this with the excellent price we got in the Gold Box, and I'm really happy.
router  I'm sure I don't use it to the degree of some of the other purchasers, but I really like it!
 Now I need to get some 1/2"" bits...
"
Hitachi router,"
router  I first used the router in the free hand mode and liked it a lot.
stable  I find it very stable and comfortable to use, it doesn't jump around or make me feel like I need to use a lot of arm strength to keep it under control, and  it has very good visibility to see your cut.
fence  It came with a good fence that  is simple yet precise and thats well made and won't break.
controls  Also I like the  position of all the controls and the fact that it doesn't have any extra  knobs or gizmos.
simple  I prefer things that are simple.
 I prefer to use my mind  to figure out how I'm going to build something not how my tools work.
 I now  have it as a permenant fixture  in my router table.
power  The router has plenty  of power for any type of bit or wood I need to cut, and the speed control  knob is easy to get to.
guide  I did have to cut off the ears  that hold the  template guide in place so I could get those big panel raising bits in it.
 It will take 31/2 inchers now.
springs  I also removed the springs in the plunge  tubes to make it easier to raise.
adjustments  I added a crank for those times when I  need to make fine adjustments, but I seldom use it.
wrench  I also put a bend in  the wrench so I can remove and install bits from the top of the table.
system  Its  not a perfect system but its a very good one.
 I need it back as a hand held so I'm going to buy another one.
"
Hitachi router,"
router  I've owned this router for over 8 years and am somewhat satisfied with it.
quiet  It is quiet and has plenty of power.
stability  I find that it is stable in my hands and its' weight actually contributes to that stability.
plunging  That said, I am disappointed in the plunging mechanism.
shafts  Shortly after I brought it, the plunging shafts started sticking.
shafts  After repeatly cleaning and recleaning, it still stuck after using it for a little while.
plunge  I no longer use it as a plunge router, only as a stationary or table mounted router.
plunging  If the plunging action isn't that important, then this is a great router.
plunging  If the plunging action is critical to your work, look elsewhere.
"
Hitachi router,"
performance  I love the performance and features of this router.
money  For the money, I'm not sure you can do better.
quiet  It's very quiet for a universal motor-driven tool, and the height adjustment stick and variable speed control are great.
 I bought this specifically for a router table I built, and it has performed flawlessly in that capacity.
 I've done some hand-held routing with it and it works good for that as well.
plunging  Smooth plunging mechanism.
fence  The guide fence for freehand routing is well made and solid.
 The only thing I hate (and this pretty much goes for any router I've used) is changing the bits.
grip  It's oftentimes hard to get a good grip on the router, activate the chuck lock, and get enough muscle behind the wrench to get the collet loosened up.
router  Even with that, I highly recommend this router - outstanding performer.
"
Hitachi router,"
router  I purchased two of these beauties.
 For exclusive use in a double router table I have been building.
router  I have a tendency to do quite a bit of research before I drop money on a tool and everyone I talked to loved this router.
router  One cabinet shop has been using one regularly in a router table for 11 years without a problem.
 My routers arrived promptly and I actually used one of them in the construction of the router table.
collets  The design of the collets is excellent and far exceeds any of the craftman (toy/junk) routers I have previously purchased.
 I have since used them to cut all the stiles and rails for my first kitchen.
collets  They were easy to setup with plenty of power to hog through anything I have encountered.
money  I have less money invested in the router table and dual routers than I would have if I had purchased a single cheap reliant shaper.
setup  The setup works awesome, as with any tool I look closely at the individual tool for it's merits, and not just the company as a whole.
 I say this because I am not particulary fond of the hitachi compound miter saw.
 As I find it inheritly inaccurate by design.
router  I would however highly recommend the m12v router !
"
Hitachi router,"
Hitachi M12V  I'm not overly fond of GREEN but when I used this Hitachi M12V it turns out that now I'm very fond of it.
 This router does GREAT in hand held jobs and Router Tables.
 I mounted mine in a home brew table and used a router lift.
operation  The smooth operation variable speed and a set of good Jasada Bits will provide just the right combination for great predictable results.
router  Its well made and user friendly.
router  You'll love it!
"
Hitachi router,"
 This router is 1 of 4 in my shop.
router  It is currently permanently mounted (3 years now) in my router table and will most likely stay there until its shot.
 I have added the router raizer kit(simple installation) to it and cannot live without this setup!
start  This router has soft start and runs smooth and true.
router  I use the router with a 3 1/2in raised panel bit with no problems.
power  It has enough power to hog out all the material in one pass, but I usually take multiple to prevent blowout and a smoother finish.
price  For the price, I am considering purchasing a spare just to have as a backup.
router  You just can't go wrong with this one!
router  Enjoy.
"
Hitachi router,"
price  This is an excellent router for the price.
 This is my second one.
router  The first one lasted about 6 years of heavy use.
"
Hitachi router,"
tool  This is a well-made and powerful tool.
"
Hitachi router,"
 At the last Anahiem WW Show I decided to get the M12V.
price  I was some what sceptical when I seen the price deference between the other makers of comparible HP.
 I bought it!
 I have 5 routers, I use them all!
 I make furniture and cabinetry.
 I cut 30-50 raised panel doors a month using every specie of wood imaginable.
 Maple, Koa and Cherry giving us the hardest time with burning and splintering.
M12V  The M12V has been great.
adjustment  The height adjustment works well- not perfect.
bog  The wood can be pushed thru fast or slow with little bog.
 The true test is its ability to be forgiving when coping a rail.
quite  What I really like about- its quite, it can handle my workload and it was so cheap that I can throw it away and buy another one without blinking.
 Good luck and cut wood!!!!
"
Hitachi router,"
router  This router was a huge disapointment.
adjustment  The depth adjustment was sloppy.
control  The speed control is recessed too far in the housing and required a tool (screwdriver or dowel rod) to effect any speed change.
control  It was impossible to change the speed with just my fingers.
control  My son tried it and he too couldn't change the speed without an assist.
heft  I did like the heft of the machine.
stable  It felt rather stable in my hands (heavy though.)
router  I sent it back, as I think that the speed control is either poorly designed or defective.
router  All in all, not very good.
"
Hitachi router,"
price  I was skeptical about this router due to low price but have been totally impressed using it.
 I also have the very popular Bosch 1617EVSPK kit and had planned to use it on my cabinets, routing dados for shelves.
 Unfortunately, the Bosch fixed base has no flat edge to ride against a guide, and both bases have a sub-base that extends past the metal base to prevent using against any kind of guide.
 The Hitachi, on the other hand has a beautiful large flat edge to run against a guide, and the sub-base is recessed so as not to interfere.
power  The power is incredible, it cut through MDF and plywood like butter.
adjust  The edge guide has a nice micro adjust feature that works well.
adjustment  The only not-so-positive comment I have is about the depth adjustment, it is not easy to micro-adjust accurately.
price  I do not count this as a negative, however, because it is not that much of a nuisance and at the price for what you get this router is way too good to pass up!!!
"
Hitachi router,"
 I have 6 routers, but have owned about 10 over the years.
 If one fails or simply doesn't perform I know I'll let it sit on the shelf so I either sell it or give it away.
router  The ones I've kept (Porter Cables, Dewalts, Bosch, and this Hitachi) have proven their worth over the years, however, when I need a real workhorse, I grab this router.
machine  I recently had to run a 3/4"" straight bit through hard maple to make a deep dado and was amazed that this machine didn't even slow down.
router  I could take 1/2"" passes and it still didn't skip a beat.
 As much as I like my other routers, I know their limitations because I've pushed them all to them.
Hitachi  I've yet to find the limitation for this Hitachi (my only Hitachi tool, by the way) and quite frankly, I don't know that I have the muscle to push this machine any harder.
price  Bottom line is that at $160, this is an absolute steal.
router  I've got a buddy who's trying to offload his almost new $300 Speedmatic because he saw what this router can do.
router  It is without even a slight doubt, my new favorite.
"
Hitachi router,"
 I reciently purchased this when a 1 1/2hp plunge router (different name brand) couldn't hack it.
starts  The Hitachi M12V is a dream to work with, smooth starts, adjustable speeds, micro-adjustable depth, and plenty of power to spare.
router  I couldn't believe what I had been missing.
router  If you're looking for a 3hp plunge router, the Hitachi M12V is your best bet to stretch your equipment budget.
router  I'll be getting a second one for my router table!
"
Hitachi router,"
power  I have been impressed with the power of the Hitachi M12V.
bog  It doesn't bog down under load.
Cuts  Cuts are easy and smooth.
works  I use it on a router table, and it is works well.
adjustment  The major reasons I didn't give it a five are:  One, I didn't think the fine adjustment worked well.
adjustment  I replaced it with a Router Raizer and it works much better.
wrench  Two, the single wrench just doesn't work well.
latch  The sliding latch is does not stay in place.
 It is almost all you can do to change bits with two hands (you need three).
 I am trying to purchase a second wrench, and I think it will improve the function greatly.
router  Other than this, I am very pleased with the router and would buy it again.
price  I really liked the price...
"
Hitachi router,"
 I use the Hitachi M12V in a router table.
 It is a little large for my table (Rockler), but that isn't the fault of the router.
 Because of this I have removed the handles.
control  I like the speed control.
 It works well with the larger bits.
 (I prefer 1/2 inch bits).
power  It has plenty of power.
adustment knob  The fine adustment knob which came with the router was very difficult to use on a router table.
Router Razier  Finally, I gave up and I purchased a Router Razier.
 After getting it installed (which wasn't an easy task), it makes fine adjustments easy.
 The one wrench systems makes changing bits somewhat difficult.
wrench  I am seriously considering purchasing another wrench and just not using the ""sliding wrench"" which comes on the router.
router  All in all I am pleased with the router.
power  The power, low noise operation, and speed control makes up for the problems I have experienced.
"
Hitachi router,"
 I have owned this router for nearly five years.
 Until recently it was my only router.
 Most of the time I use it mounted in a table, but obviously I also used it for hand held work.
heavy  It it is a bit heavy for hand held work, but any router this size will be.
control  Recenly the variable speed control went out.
control  It would work fine for a while then as the motor warmed up it would die.
 The authorized Hitachi service center said they didn't know what was wrong as they hardly ever get these things in for service.
 I bypassed the speed control, which was easy to do, now it works again, but with no speed control.
 I didn't use the speed control that often so that is not a big deal.
plunge  The only other problem with this router that I have encountered is the plunge action will start to stick, then it needs to be cleaned and lubricated.
router  Overall it is a great value.
price  For the price I don't think you can beat it.
"
Hitachi router,"
tool  This is a fantastic tool to use.
heavy  Only problem is that is a bit heavy.
product  This is a quality product, not to be confused with teh cheap junk that Hitachi gets manufactured in China.
"
Hitachi router,"
 I have purchased & used 2 of these routers in the past 3 years.
last  They last about 1 1/2 years until the problems start.
safety  My first router is a safety hazard if you do not pay attention and are not very careful.
 First, I must say that I am a professional woodworker, so, this router was used every day.
 Mainly using core box bits & bull nose bits as well as round over bits.
 I use it on woods from the hardest of maples & osage to cedars.
router  When the router is working it is a very nice machine for the money.
 But, the first one just stopped working while pushing through the workpiece.
 Then, without warning, it took off again.
safety  Luckily the soft start helped before it took the wood and tossed it or worse case, a finger.
 I use these routers under a table.
 Outside of needing an extension for half inch bits, which is a problem for most machines of this type.
depth  Once a depth is locked, it will jump off a little while working.
depths  You must keep double checking depths.
machine  But, for the money it is a good machine.
duration  Well, my second one is now beginning to hicup a bit after about 1 1/2 years.
control  The electronic speed control is not doing it's job and the router begins to speed up and slow down at will.
 I am now waiting for this one to stop.
router  For the hobbiest, it's probably a nice buy.
equipment  For the person that uses the equipment every day, pay the extra and get a reliable & safer unit.
safety  If this machine just stops on you, unplug it quickly and get out of the way!
"
Linksys Router,"
router  This router does everything that it is supposed to do, so i dont really know how to talk that bad about it. 
setup , installation   It was a very quick setup and installation, in fact the disc that it comes with pretty much makes sure you cant mess it up. 
install  By no means do you have to be a tech junkie to be able to install it, just be able to put a CD in the computer and it tells you what to do. 
works   It works great, i am usually at the full 54 mbps, although every now and then that drops to around 36 mbps only because i am 2 floors below where the router is. 
 That only happens every so often, but its not that big of a drawback really, just a little slower than usual. 
router   It really is a great buy if you are lookin at having just one modem but many computers around the house. 
router   There are 3 computers in my house all getting wireless connection from this router, and everybody is happy with it. 
 I do not really know why some people are tearing this router !
 apart on their reviews, they are talking about installation problems and what not. 
setup , ROUTER   Its the easiest thing to setup i thought, and i am only 16...So with all that said, BUY THE ROUTER!!!!     
"
Linksys Router,"
install , router   It's probably a fine router, but I found the install wizard to be of poor quality.  
 If you have good networking knowledge, you'll abandon the wizard, use the 100-page online manual, and be fine.   
 I know more about networking than 70% of the consumers out there, so I was able to puzzle my way through it, but only by second guessing the documentation at various stages.  
Wizard   The Wizard is particularly sinister. 
wizard  It just tells you to start disconnecting and attaching cables without any input as to whether your current setup includes a pre-existing router (mine does), without any clarity as to whether you should be running the wizard on a hard-wired PC or a wireless equipped PC. 
 After asking for a password (Is it asking me to set a password or am I supposed to know from page 20 of the manual that the factory set password is ""admin""?) it refused to go past step 8. 
 These are just some of the pathetic examples.  
 They!
 provide no printed manual. 
 I had downloaded the 112 page manual from the Linksys Website. 
 Stupid me. 
 It turns out to be copyright 2002 and much inferior to the 2005 manual included on the CD. 
 But can you decide to access the CD manual once you have started the Wizard? 
 No, of course not. 
 You have to completely exit the Wizard and re-start the CD in order to find the ""User Guide"" tab which loads the manual.  
setup   The box proudly displays ""SecureEasySetup (TM)"" ""Wireless Made Simple"" ""One Touch Setup Button"" ""Easy Start"" ""Easy Security"" ""Easy Everyday""   Apparently Linksys/Cisco knows that ease of setup is crucial. 
 It just doesn't follow through in any consumer-tested way.  
 I don't know if Netgear, D-Link, etc are any better.  
"
Linksys Router,"
 If you're buying this product and operate on a Mac platform, ditch the CD and go directly to live assistance on the Linksys website.     
router   I recently bought the Linksys WRT54G router and have been very happy with the router itself. 
 I run on Mac OSX, and though I considered getting the whole Apple airport setup, the cost difference between the Airport and the latest model Linksys pretty much left no comparison. 
 (The Airport was more than twice the Linksys router.)
configuration   HOWEVER, configuration of my system and actual setup of the router for wireless use took me more than 3 hours, and briefly made me reconsider my choice to forego the airport and its notoriously easy setup. 
 I am a generally computer-savvy person; not an IT expert by any means (which is what router configuration sometimes seems to require), but I can install and manage most computer stuff without too much support. 
 But wh!
 en I opened the box I found little more than a few advertisement flyers and instructions to run the enclosed CD before plugging in the router.  
CD   Too bad they don't mention anything about how the CD can't be used with a Mac. 
 (Didn't find that out until I talked to someone in technical support an hour later.
 ) After messing about a bit with the CD, I went online to the Linksys site to look for support tips. 
user manual   I even downloaded the product's user manual - useless. 
technical support   The Linksys technical support site has nothing about configuring the router for use with a Mac. 
 It's like they want to pretend that Apple doesn't exist or something. 
 But eventually I found my way to live assistance through their site (thank GOODNESS), where someone was able to give me adequate instructions to configure the router so that I could at least use it. 
instruction   I say adequate because it was enough to get wireless working, but nowhere near enough instruction to do the proper configuration job that I could have done if so!
 meone would just give me some instructions in plain English.  
 The router comes with a TON of options for setup, but sadly enough, I had no idea what most of it meant. 
documentation   What this product really needs is better documentation for how to set up the router for DIFFERENT OPERATING SYSTEMS!
 ! and step by step explanations for all the different setup options and their relevance. 
 I don't mind if the instructions are online instead of in the box, but please have some instructions  somewhere.
setup     I'm giving it 4 stars because the setup process was so miserable. 
product   But the product iself is great.  
 If you have a Mac, I don't think you should totally discount this product. 
router   Once you set it up, it's great. 
well-priced   And it is EXTREMELY well-priced for what you're getting. 
 Just make sure to budget a couple of hours for setup, and invite some computer-savvy friends over first if you're prone to high blood pressure.      
"
Linksys Router,"
 For an item that is not even available in Best Buy and the other major stores when I went to buy it, the fact that ... has these in and out of stock, and that I received it in only a couple of days is knowledge enough to make this a winning situation.  
 What about hookup and use? 
performance   Another 5 star performance. 
 Having never hooked up a wireless network before, I took the advice of the quick start guide that came with the unit, and used their included CD. 
 They strongly recommended that you use the CD rather than manually configure, and they were right. 
 Having seen the problems that some others were having with setup, only to be resolved (some of them) by exactly following the directions, I decided to do it that way right out of the box. 
 I'm glad I did. 
CD   This setup using the CD was about as easy as learning how to open a refrigerator door for the first time. 
 Shutting off what they t!
 ell you to shut off, and turning on what and when they tell you to turn things on, resulted in a delightful install. 
 Not even one glitch. 
 The CD determined my internet connection, determined my system configuration, asked me a few questions, and bingo I was up and running.  
 I bought the PC Card for laptops as well, and that was just as easy to install. 
 Within 10 minutes I was surfing the web from all over the house. 
 No Wires !  
speed   Pertaining to the speed issue: I got 54Mps while I was in the same room. 
 When I went into the living room, it went to very good instead of excellent, and gave me 37Mbps. 
 Let's get a perspective here. 
 A standard modem works at 56K tops. 
works   This router works at 54Mbps that's megabyte not kilobyte. 
 Their are 1000 kilobytes in every megabyte. 
 So 54 Megabytes per second is about a thousand times faster than a standard modem. 
running   I hooked the Linksys wireless router up to a broadband connection which is running at a maximum of 700 plus Kilobytes on the download e!
 nd, and 100 to 150 upload speed. 
 I know I am getting specific, but the point I am making is that it does not matter what the connection speed you are running at any given moment, based on how close the base unit is to the PC card. 
 What is important is that your internet connection will never even approach the speed capabilities of this router, so don't hassle yourself with any concerns over varying connect speeds of the wireless network.  
Broadband   Broadband hooked up to this wireless setup flies. 
 As soon as you click on a site, it appears on the screen.  
 Anyhow, just for reference, I am using a Dell Inspiron Notebook, hooked up to the broadband cable modem that was supplied by Comcast. 
 The operating system is Windows XP. 
Installation   Installation was as near automatic as can be. 
 They do supply instructions when using Windows ME, 98 etc, that includes one more step than XP. 
equipment  All in all this is a 5 star piece of equipment. 
 Follow the directions exactly. 
 It is easy. 
 Hope this helps.     
"
Linksys Router,"
WEP encryption   I had some issues when I had enabled WEP encryption and then moved on to WPA. 
 Ironically, the latest firmware update addresses this very specific issue.... so now I have no problems what so ever. 
connectivity   Even during the firmware updates my roommates did not loose wireless connectivity.  
firmware update   New firmware update allows for automatic wireless network configuration. 
configuration   All you have to do is click one button on the router configuration window and the router automatically senses the devices and configures the network. 
router   Awesome for the newbie, though I personally like to fasten every bolt myself.  
installation   Comes with a installation CD which instructs you step by step to setting up the router. 
setting up   You need to know absolutely nothing about setting up the network.  
costlier   Linksys is more costlier than others and is a home/consumer division of Cisco. 
 But I believe for stability, this extra price is worth spending. 
 Whatever you do, please don't go for a Netgear. !
"
Linksys Router,"
 It did not take me that long to set this up, but it did require  not  following the instructions.  
 I had an old wired Linksys router.  
 The new wireless router contained large warnings to run the CD first before trying to connect it. 
 There was a big sticker inside the box saying ""RUN CD FIRST - DO NOT DISCONNECT YOUR CURRENT ROUTER"".  
 And the router itself had protective tape over the Ethernet inputs.  
 So I ran the CD, but doing that did not yield any results - my wired router was apparently too old, so the CD s/w did not recognize it.  
instructions   There were no other obvious setup instructions - though there was a softcopy manual, it did not give an answer readily on what do to.  
 If I did not know anything about networking whatsoever, I might be stumped at this point.  
 But since I do have a little experience, I simply disconnected my old router and put in the new one.  
 I do know what wires go !
 to which inputs, I know what the lights mean, etc. 
 So then running the CD, everything worked out OK to connect my wired computers again.  
security   The only other problem was that security for the wireless connection.  
 There was no obvious screen stating what should be done - the program simply said the router was secured.  
 If I did not know what to do, I'd have no idea how to connect wirelessly.  
 But knowing that the IP for my previous Linksys router was 192.162.1.1, I went there and found a drop down screen that had the information (the security key) I needed to connect my wireless laptop.  
works   The router works fine for both wired and wireless.  
connect   I can go pretty far away from my router and still connect wirelessly.  
connect   Overall, if you know what basic steps to take, it was not difficult to connect, and the s/w worked well to connect.  
 But if you did not know what to do, you might have to call Linksys.  
 I would suggest for Linksys to include a hardcopy quickstart guide for those users with !
CD   little to no networking experience, just in case the automatic CD method has issues.  
router   I'd give it 4.5 stars if possible, but since 5 stars would be misleading, I give it 4 stars.     
"
Linksys Router,"
 Here is the big news to everyone; this is a consumer level product. 
enterprise piece   This is not an enterprise piece of hardware that you will find in an office or corporate environment. 
 You will not be able to run 100's users using WPA and WPA2 encryption through this thing, just a handful of people on a cable modem or DSL line. 
 People that complain about this product not standing up to hardcore use are fooling themselves. 
 They need to step up and buy an enterprise level piece of hardware for a lot more money. 
 That aside, this is not that bad of a product. 
router   I have had mine for about a year and use a third party firmware on mine and love it. 
 With a little knowledge and tweaking, you can get this product to run encrypted wireless connections to about 10 people with little or no problem. 
 If you have users that use P2P, you will need to tweak this and all wireless routers. 
 P2P is just harsh on networking equipment of!
 all kinds.  
 On the subject of Third Party firmware; Linksys WRT54G versions 1 through 4 run Linux. 
 Because of that, a bunch of really smart people sat down and figured out how to make the Linksys WRT54G run their own custom firmware. 
 So, if you type in ""Linksys firmware"" into Google or A9, you will get a list of websites that have custom firmware for various kinds of Linksys Routers (Linksys makes a few routers that run Linux). 
 The really neat thing about this is that the third party firmware are very powerful and add many more features to the WRT54G that are not there, but should be.  However, the version of the WRT54G that Amazon.com and most other places sell is version 5. 
hardware version   The new hardware version does not run Linux at all and most likely will not since the memory has been cut in half. 
 Simply put, the hardware is just too small to run Linux, which is a really bummer since I found it fun to play with my Linksys WRT54G's firmware.  
 However, if you are not a tech person and!
WRT54G   just want a wireless router for home or your very small business, you can just get a WRT54G from here and configure it. 
 Just make sure to get someone to help you configure the encryption if you can not do it yourself. 
 Do not use this thing without Wireless Encryption. 
 All wireless routers need to be configured to use Wireless Encryption, so this is just not a problem with the WRT54G.  
 If you are a tech person and want to really play with your WRT54G, sorry, but you need to get the WRT54GS router. 
 They have the large amounts of RAM and still run Linux. 
WRT54G   I would highly recommend that you do this if you want to learn something, but if you are not interested in learning this stuff and just want a working wireless router, just get the WRT54G.     
"
Linksys Router,"
 I had a Linksys wired 802.11B router and wireless access point which worked well, but decided to upgrade to an all-in-one 11G device.  
 The tough part was deciding whether or not I needed the ""Speedbooster"" version.  
 After asking around, I found out I didn't.  
 The out-of-the-box experience was a little frustrating.  
CD   I tried the CD setup program without any luck.  
 Then I tried the do-it-yourself method of following the step-by-step instructions.  
 Nope.  
 That didn't work either.    
 A five minute call to the tech support people was all it took to get the router up and running.  
 No hold time.  
1-800   Yes, the 1-800 number probably redirected me to someone in India, but the guy was easy to understand, and he helped solve the problem. 
CD   Essentially, the CD included with the package is, for the most part, worthless.  
 I was told to connect my computer directly to the cable modem, then go to a Linksys webs!
 ite:  www.linksys.com/connect  I clicked on NetSet Assistant and let it do it's thing.  
 I followed the prompts to disconnect and reconnect Ethernet cables, and then rebooted.  
 Problem solved.  
 As far as WEP configuration... make your adjustments after you've set up the router using the default setup.  
product   It'll make life a lot easier, and preclude you from having to give this product a negative review.  
router   This is my fourth Linksys product and, aside from the rough start, I'm very satisfied with this router.     
"
Linksys Router,"
 I was waiting for wireless to be faster then 11mbs. 
router   This linksys router does it for the RIGHT PRICE. 
 For about the same price as 11mb you can get 5 times the speed. 
range   The range is terrific, I am using this for my home and I was transferring at 50+mbs from my backyard.
"
Linksys Router,"
 I have an RCA cable modem with RCN as my ISP.  
 A great service which I highly recommend. 
 I recently bought the Linksys G-Router after getting my hp laptop needing to setup wireless at home.  
 I got it to work with no problem but then I experienced bandwidth loss and constant connectivity issues.  
 I wrongly thought that it was the router.  
 Fool that I was! 
 After countless attempts at recycling the modem and WPA keys etc.
 ,I finally figured out that the modem could not support the wireless router and it had a short, plus RCA no longer carried it and the thing was ugly, taking up space.  
WRT54G   I've since gotten the Linksys Modem (BEFCMU10) and stacked it with the WRT54G router and it works fantastic!!! 
 Be sure to call your ISP with the modem's MAC address to get online.  
 YOU WON'T get connected otherwise. 
 My ISP had me up and running within 5 minutes.  
 Also some ISP's give you a discount if you supply your own modem.
   !
 Check it out.     
"
Linksys Router,"
 I got this for my aunt who pretty much knows nothing about computers. 
set up   It took me about an hour to set up a wireless environment in her townhouse and she hasn't called me yet with any problems. 
 Make sure you read the documentation CLEARLY if you dont know what you're doing. 
instructions   there are instructions to encrypt your personal wirless network so no one else can end up hogging/stealing your bandwidth. 
installation   And the tech writers have made the installation process SO EASY for people lik my aunt to follow. 
product   A very well made product that has worked very well for me over the years. 
 I'd also recommend wireless products made by Belkin. 
 i've had their wireless card for my laptop since 2000 and it has rarely given me problems.     
"
Linksys Router,"
security , speed   I upgraded from an older 801.11b router to the Linksys WRT54G for its improved security, and of course, speed. 
router   However, this product performed well below my expectation.  
stream , copy large files   The Achilles heel of this router is its inability to stream music, or copy large files over the local network.  
 I use Apple iTunes to stream music to my stereo via the Linksys router.  
 Although it will work for a few minutes, it will eventually hang. 
 This behavior (hanging) also occurs when I transfer large files between my PCs.  
design   After some research on the Net, I discovered that there is indeed a flaw with the current WRT54G design (WRT54G, version 3, which Amazon currently sells).  
 If you just use the router to surf the web, this router should serve your needs.  
security   As I mentioned in my first paragraph, it supports WPA security, which is far superior to WEP.  
setup   In addition it is very easy to setup.  
 I w!
use , security    anted to rate the router higher than 1 star, due to its security, easy of use, etc.  
 However, since it is not being able to perform its core function adequately, it doesn't deserve any higher.  
 The reader can find a better product with the competition and at a lower cost.     
"
Linksys Router,"
 I got this inexpensive  router to let me connect two desktops and a Thinkpad laptop to my NTL broadband modem, instead of having to go through the hassle of rebooting the modem and connecting to a different PC, as and when needed. 
works   So far it all works fine with either cable or wireless connections.  
 My next project will be to try out sveasoft firmware to increase this unit capabilities and wireless range.     
"
