Company,Consumer.complaint.narrative
Capital One,"I have disputed a transaction for {$1600.00} with Capital One Credit Cards, since the company XXXX Billed my card without my authority for $ XXXXXXXXAt no stage has capital one provided with the payment slip with my signature authorsing this charge, there is no follow up from the Capital One Dispute team and no one in capital one is taking ownership of this problem. 

This charge is clearly unauthorised and should be refunded back to me by Capital One. 
"
Capital One,"capital one credit cards never sends me a billing statement so I can pay it they close the accounts for or some one used the cards I am paying on it. 
"
Capital One,"Capital One gave false and misleading information stating if we paid off the card in full we would receive our credit lineback. They now refuse to give the credit line back after the card was paid in full. We have XXXX other accounts in the same sitiation they released when they were paid in full. We have been told a collective XXXX difference reasons why the account can not be reopened and are not completing the requested phone call reviews. 
"
Capital One,"I have nothing in collections. XXXX is not in collections. XXXX and XXXX need to update my credt report immediately. 

My balance with Capital One is {$300.00} less then the aount on y report. 

XXXX XXXX should take off 1 late pmt. I spoke eith them at length before the late pmt. I am on timevwith pmts. 
"
Capital One,"I had XXXX S.O.N.Y. cards and XXXX XXXX platinum master card, I sent them decease and desist letters and they still are sending me statements in the mail. I have called both companys many of times and they wo n't quit harrassing me for money. I am on XXXX, XXXX, H.U.D. and food stamps, am poor and can not afford to pay the fees. They wo n't quit harrassing me and sending me statements. I would like something done about them harrassing me, I pleaded a chapter on bankruptcy, and they still want their money. What do I do? Please respond to XXXXXXXXXXXX. 
"
Capital One,"I filed a complaint about not being allowed to stay in my hotel room XXXX night while in XXXX, XXXX. I was clear that I was allowed to stay the other nights, but the final night I had to get another hotel because the security guard would not allow me to enter. I have repeatedly provided information about this to Capital One. They came back and said that I did check in to the hotel. I did, but was not allowed to stay XXXX of the nights. XXXX, the partial refund request XXXX the hotel refused XXXX. 

Once again, Capital One is asking for this same information. Their own contract says I am protected against services not being provided, but instead of doing that they are deliberately making me provide the same information repeatedly and trying to wear me down. I am tired of this. I just want the partial credit. They keep deliberately messing this up and confounding the information. 

Even when I told them to cancel the account because I am sick of this XXXX they refused!!! How can they refused to close my account? It just baffles me that they act this way. Where are my protections? 
"
Capital One,"Capitol One Credit Card Company refuses to honor my letter of credit to discharge the debt! Thus violating Public Law. The last supervisor that I spoke to in regards this matter was XXXX XXXX ID : XXXX in the Executive Resolution Department XXXX Pin : XXXX 
"
Capital One,"Capital One is listing XXXX 30 day late pays from XX/XX/XXXX on my credit reports that were due to my bank account being compromised during the XXXX hack that started in XX/XX/XXXX and went to XX/XX/XXXX. This XXXX hack affected my bank debit XXXX card, which the turn of events led to having to close and reopen an account, re-do and re-setup all payments, temporarily have no access to my cash, and created an affect where i fell behind on payments, due to NO fault of my own. AGAIN, This is NOT an issue of not paying, this is an issue of being unable to pay due to a fraudulent hack of banking info! I have been trying to clear this up, and explain the situation, and how per the law, i am not responsible when it is caused by a hack or identity theft. Every other creditor has been more than courteous and helpful in cleaning up this mess, yet Capital One still reports these XXXX 30 day lates even though it was not cause by me. I originally filed a theft affidavit and did everything i was supposed to do regarding this data breach, and yet i get no resolution from Capital One. I would please like Capital One to finally update their records and remove these 30 day lates from my record due to this original breach that cause me to lose temporary access to my account and money and fall behind temporarily. 
"
Capital One,"I 've had XXXX accounts with capital one since roughly XXXX. I had XXXX of the same product for a long time. Yesterday, XXXX XXXX XXXX I was chatting with a representative where I was informed I qualified to be upgraded to a venture card where I get XXXX miles for every dollar spent. I thought this was great and decided to close my other XXXX accounts and transfer the credit lines to my new venture card. Well it turns out that that the venture card is a subprime card where I only get XXXX miles for every dollar spent and my interest rate is 24.99 % variable. They gave me an offer for 7 months to lower rate to 20 % variable. Prior to combining the accounts I had XXXX XXXX XXXX accounts and XXXX of them had a 14.99 % rate variable however, since it was the lowest rate out of the XXXX they charged me a {$79.00} dollar annual fee which they refused to waive. Now I closed that account and moved the credit line due to missinformation and I was clearly missled here. I have a XXXX card with a super high interest rate, poor rewards and I no longer have the card with the 14.99 % interest rate. If I would have known the venture card does not earn XXXX miles for every dollar I would not have closed the other accounts and moved the lines over. I feel missled as a consumer specially since they were charging me an annual on XXXX card and not charging it on the other XXXX cards even though they were the exact same product. If you do it in XXXX card you should do it to all the same products and in my case they were the exact same cards. They just did not want to waive the annual fee because my interest was 14.99 %. I am extremely upset. 
"
Capital One,"Credit cards often charge interest after the balance is paid off in the time allowed. I write them and they credit the interest to XXXX out the account. However, this is the third time in about 5 years this has happened to me. My concern is the untold millions of dollars or more that credit card companies collect by this practice. I strongly urge you to investigate, recover the money and return it to the consumers. 
"
Capital One,"My Kohls.com account login was compromised, and my account was used to purchase a large item costing more than {$500.00}. I noticed the charge on my account due to a notification that my shopping account login email had been changed at XXXX XXXX. I attempted to contact the Kohls fraud department, but they were closed, so I called first thing in the morning at XXXX when their department opened. I spoke with one associate to mark this transaction as fraudulent, and called again to confirm with a different associate that the transaction had been marked correctly. However, several weeks later, the charge is still on my account and it seems I will be responsible for the fraudulent transaction. 
"
Capital One,"CAPITAL ONE MADE A HARD INQUIRE ON MY CREDIT REPORT AND I HAVE NEVER TRYED TO GET ANTHING FROM CAPITAL ONE 
"
Capital One,"I phone capital one customer service to set up over the phone payment. I exchange information with rep including my bank routing number. We clarified my payment would come from my checking account. Capital one set the payment to come out of my savings. After three tries and negative XXXX in my savings I called them to try and figure out what happened. After several service reps I finally got a supervisor who XXXX way called my bank. Capital one left off XXXX XXXX in the beginning of the account. They did n't seem to think they were needed. My bank clarified that the XXXX zeros deciphered if the money was to come from checking or savings. She also indicated I would not be reported late for this error. She returned my late fees but told they they could do nothing about the XXXX in charges I had to pay my bank. She agreed the errors were computer issues with capital one and my bank. Next thing I know I have a 30 day late and this made my credit score dive XXXX plus points. I have tried everything. I emailed, chatted through email, called, and written. I have been told the late fee would be removed and yet again it is still there. I keep receiving letters from cap one stating there account information is correct however when speaking with them in person they say they are correcting it or will dispute it. When I file disputes with my credit bureaus they just take the information from capital one and never investigate my claim. I appreciate any and all help you can assist me with. My late is for XXXX. I have XXXX accounts with capital one and have never had a 30 day late reported until XXXX. 
"
Capital One,"On XXXX XXXX, I was trying to finalize the payment for groceries at XXXX when my card got declined. I contacted Capital One by phone and I was informed that my card was flagged with fraudulent activities. The attendant asked me several personal questions and asked me to confirm several purchases. After all confirmation, they informed me that my account would have to be CANCELLED and a new card would have to be reissued for my protection. The problem is that I am currently moving from XXXX to XXXX and this was my primary card during this entire time. With such being cancelled, I had NO CARD OR MONEY until the new one arrived. Besides all this incovenience, I had to wait in line at XXXX while waiting for Capital One to resolve the problem for almost 2 HOURS on the phone when they finally informed me that there would be no solution and I would have to wait until XXXX XXXX when the new card would be sent. With no other alternative, I had to cancel the FOOD purchase and return home since I had no buying power to do anything. On XXXX XXXX I received the card in the morning. I activated the new card and returned to Target to try to buy FOOD once again. When I got to the cashier, the card got DECLINED AGAIN!!!!! Once again, I called Capital One and I had to wait another 30min to be answered and be told that the card was flagged with fraudulent activities. Once again, I confirmed all my account information and all purchase transactions. The card was finally unlocked and I could finalize the purchase but this is simply unacceptable! I was left stranded in a new city by Capital One without any buying power and with my card locked for 72 hours besides all the long waiting time on the phone to be answered and to have any problem resolved. CAPITAL ONE IS LITERALLY THE WORST BANK EVER! I WILL TAKE THIS CASE TO COURT! 
"
Capital One,"Approximately on XXXX XXXX, 2015, my daughter and I signed up for a Talent Agency called "" XXXX '', which charged me {$190.00} to my Capital One account. I then later changed my mind, and told them I was no longer interested. The charge was for a photo session for myself and daughter, but we did not do the photo shoot, and thus did not get any photos. On XXXX XXXX, 2015, I emailed the company, and they responded that there is "" no refunds '' which I was not aware of at the time I signed for the {$190.00}. I then contacted Capital One and explained the situation, and they Temporarily issued the credit back to my account. The talent agency then did a chargeback to my account, and placed a rebuttal. I do acknowledge the charge with my signature, however, they sent me copies of some documents. One of the documents did have my signature for the charge of {$190.00}. but they also included a second document, which I did not sign, which acknowledged the "" no refunds '' policy. I informed Capital one of the second document which falsified my signature, telling them that the XXXX must have copied my signature, and is therefore not a defense for the talent agency. I did not receieve any thing in return for the {$190.00} paid. 
"
Capital One,"On XXXX/XXXX/2015 i removed the freeze on my XXXX credit reports and applied for a Capital One credit card. I was approved with a {$15000.00} line of credit within 5 seconds and was told i would receive my card within 2 weeks. 4 days later i received a call from "" someone '' from Capital One saying i needed to send in documentation verifying my identity before i could get my card. I thought it was a scam to get my identity and ignored it. I then received my credit card in the mail with a welcome letter. I called the number on the card to activate it. I was told that i had to send in documents to verify my identity. I sent them a copy of my drivers license with my current address, social security card, utility bills of gas and electric with my current address to XXXX XXXX XXXX XXXX XXXX, XXXX XXXX ATTN : XXXX Fraud Dept.-FIT. I then received a letter from Capital One dated XXXX/XXXX/2015 that says "" we suspect fraudulent activity on your credit card so we placed a temporary hold on it to make sure no one is using it without your permission ''. I did not hear from them for 10 days so i called them back. They said they never received the documents, I sent them the same copies again to the same address. About 2 weeks went by so i called them again. A lady i spoke to apologized, said i was approved, and she released the card for me to use. I started using the card, made at least XXXX purchases, then received another phone call from Capital One saying the card was suspended because they never verified my social security number. I decided that i was going to just pay off my purchases and cancel the card but when i go to my e-mail online account it wo n't let me access the account. I went to my XXXX and XXXX credit reports and it shows Capital One made a credit inquiry on my behalf so i do n't know what the problem is here. My welcome letter from Capital One shows a credit check from XXXX so i do n't know if it is them i need to go after but i assumed my social security number is in my credit reports. i do n't know what to do so i am filing this complaint. 
"
Capital One,"I have attempted numerous times to resolve this issue with Capital One. I have used their chat system, phone system, and direct mail requesting attention to and correction of the issue at hand. I am submitting this complaint as a last resort. 

I opened the Capital One Mastercard at hand on XXXX XXXX, XXXX. Several years ago I put the card aside in favor of another, leaving the account open paper statements and automated payments on, in case any charge was incorrectly billed, or a statement not received. I have not used the card in over 3 years. 

On XXXX XXXX, XXXX a charge of {$11.00} was erroneously submitted to my Capital One Mastercard. I was never alerted to the charge, never received a statement reflecting the charge, mailed or electronic, for the month it was billed, or the next. Capital One nonetheless added a late payment charge to my account, and then another, plus interest, while failing to send a statement or alert that there was a balance on the account. I received no phone call, email, or other contact. My contact information is and was correct and up to date. Similarly, my account had automatic payments setup to avoid such a situation, and no automatic payment was submitted or applied. I only learned of the balance from a credit monitoring service after Capital One reported negative information on my credit report. 

I take my credit, reported information, and scores very seriously. I am vigilant about paying my bills and always paying on time. I have XXXX negative items on my credit reports, that is, until XXXX XXXX, when Capital One incorrectly reported the above as a missed payment, to XXXX, XXXX, and XXXX. 

Even after being alerted to their error, Capital One refuses to do anything to correct the mistake. In fact they act intentionally to reaffirm the information they report, without reviewing that it is correct. 

Filing a dispute with the CRAs is useless. Capital One 's nvestigations into disputes are automated, include no human review, and rely solely on the self-reinforcing data they have previously provided. No actual verification takes place. Blanket, automated confirmations sent in response to disputes. Investigations and review of their responsibilities to furnish accurate and complete information are instant, and even take place on weekends and holidays during which Capital One business offices are closed. 

Capital One does not take seriously or respond to requests for review, completely disregarding their responsibilities and requirements as a furnisher of data to consumer reporting agencies. They have XXXX regard for the devastating financial and personal harms they have caused by incorrectly reporting negative information. 

I want to close my accounts and sever any and all relationships I have with Capital One, but am afraid that if I am to close my account they will never fix this issue. It is for this reason I turn to submitting a dispute, in the hope that the error is corrected on my credit report, and that Capital One does not continue doing this to others. 
"
Capital One,"Capital one Gm card offered to provide a resolution after my repeated requests for help since they have me at an exorbitant interest rate above 20 % and when I ca n't make payments on time their late fees are killing me. After a year of earnestly trying to keep up with sizable payments my balance is exactly the same. 

After 6 weeks of repeated phone calls saying they would help, they ultimately called today and told me they would not offer me any help or resolution of any kind whatsoever. They also told me that any offer of a settlement that had been extended has been rescinded. 

Further, they had promised to help resolve my issues before the next pay period. They of course did n't. 

When I called back after their account person, ( XXXX XXXX ) literally hung up on me, I was then told that MY ACCOUNT IS N'T IN BAD ENOUGH STANDING to qualify for any settlements. They literally admitted that they were only seeking to help themselves by offering to look into a settlement option. They would rather I keep being stuck in my high interest rate XXXX with no option for a settlement since I had been paying for the last year attentively. 

My calculations show that interest and fees combined put my effective interest near 40 percent over the last year. 
"
Capital One,"I visited XXXX 's on XXXX/XXXX/2016 to purchase lunch for myself and a coworker. The bill came to {$11.00}, which I paid with my CapitalOne Mastercard. 
I logged into my online account on XXXX/XXXX/2016, and when reviewing and reconciling account activity, I observed a second transaction dated XXXX/XXXX/2016, also from XXXX 's, in the amount of {$17.00}. I double-checked my receipt and then placed a call to CapitalOne customer service to inform of the incorrect billing and to dispute the charge for {$17.00}. The female representative was distracted and repetitive. I clearly explained the nature of the dispute, and informed her that I could provide the receipt showing the correct amount. It took me numerous attempts for her to send me a secure link to upload the receipt. 
Two days later, I received a request to contact CapitalOne. I promptly contacted customer service again, where after another very frustrating conversation with a representative who was again distracted and repetitive, I became irritated. She connected me to a supervisor, who informed me that my previous dispute for an incorrect charge had been opened as a dispute for fraud, and that she must invalidate my card. After clarifying again that the dispute was due to an incorrect billing and not fraud, the supervisor placed me on hold for about 5-8 minutes. She then agreed to correct the previous dispute, but refused to acknowledge the previous rep 's incorrect actions, or take ownership of the clear need for training. 

This company needs to provide adequate training to representatives, and when an employee error is identified, to take ownership of how such an error impacts customers. 
"
Capital One,"On XXXX/XXXX/2015 I placed an order with XXXX in the amount of {$41.00}. When I did not receive shipping information I logged into my account and noticed the order had been canceled. I called XXXX and was transferred to their Loss Prevention Department. They gave no information for the cancel other that it was done by a third party company named XXXX. I do not know who this company is and have not done business with them. I was given XXXX 's phone number. I contact XXXX who would not give any reason as to why the order was canceled even though my credit card company, Captial One approved the charge. XXXX said they could not release the funds back to my credit card and told me to call Capital One. I then called Capital One who informed me the could not release the funds back to my account and that XXXX had to do the release. I explained that XXXX informed me to call them. At that point the Capital One representative told me there was nothing he could do. I asked him if this third party company who I had never done business with could really hold my money indefinitely. He claimed them could and ended the conversation. 
"
Capital One,"I am writing because I believe I am being scammed by my former credit card provider, Capital One. I recently called their customer service to ask for help with an unauthorized charge to my credit card. On XX/XX/XXXX, after my car broke down, I called XXXX XXXX XXXX for a tow. The tow-truck driver attempted to use my credit card twice as payment for the tow. He told me the charges were declined or failed to go through. As a result, I was forced to pay {$50.00} cash for the tow. Three days later I had XXXX {$50.00} charges on my credit card, which I assumed were from those two attempts. I called Capital One on XX/XX/XXXX. I explained that I had not authorized the charges, and that I had "" no receipt '' or any other document of such transactions. I expected Capital One, to call either the tow company or its credit provider to find out what the problem was. They clearly did not make any form of contact with either since I spoke to the owner of the tow company. When I called the tow company on XX/XX/XXXX, I was told that their records did not show any charges. I was assured that even if my credit card was charged accidentally, the credit will return. This I believe is where a possible scam within Capital One is taking place. I suspect that when a customer calls about unauthorized credit card charges, which Capital One would otherwise have returned had the customer not tipped them off by asking to dispute the claim, rather than crediting the customer 's account, Capital One instead initiates some bogus claim dispute. Capital One asks for documents that it clearly knows do not exist, such as credit receipts for fraudulent charge, which the customer "" has explained do not exist, '' in order to prolong the process or get a customer to default on a claim. Through this process, I suspect that Capital One scams its customers out of money, which it would otherwise have returned to the customers ' credit cards had the customers not asked Capital One for help. Because I refused to accept this, I have been led for 3 months to believe that my claims would be taken care of. I believe Capital One has done nothing the whole time since I have been the XXXX contacting them to get any serious update. For instance, I received a letter dated XX/XX/XXXX, which stated that XXXX of my {$50.00} claims was closed. The letter said that the other {$50.00} claim would be rebilled to the merchant, and if the merchant recharges my card, then it would be closed as well. When I called Capital One on XX/XX/XXXX for updates, I got all kinds of obvious excuses. I was told that based on the document I sent, none of my claims were strong enough. So, I should dispute the claims with the merchant. They did not mention anything about the rebill to the merchant, which was strange since my credit card was recharged only {$50.00} suggesting that the other {$50.00} supposedly rebilled was likely just another last minute excuse, considering all they had to do was add or subtract numbers. Furthermore, about a month ago, Capital One was uncooperative when the tow company owner asked me for documents to show his credit company to look into my dispute. Capital One created an impression that if I sent them a copy of my original "" cash receipt, '' they would fight the dispute. Yet, during the XX/XX/XXXX phone call, I was told that based on the receipt I sent, they did not feel I had a strong case worth fighting for. I have had smaller credit charges to my account in the past, which they have not even requested a single document, and which were less credible than this one. I feel that they may be bias against me perhaps because I recently opened a {$4000.00} credit line with XXXX XXXX. I was also recently forced to close my Capital One bank account because they started charging me monthly fees, around XX/XX/XXXX, even though when I opened the account I was guaranteed no monthly charges. 
"
Capital One,"I have a legal item showing on my credit report for {$3800.00}. This was from Capital One. I was not allowed to make minimal payments during a financial hard ship I was in due to particular medical issues and money. I was trying to work to keep this item paid the best I could at the time. They wanted me to put a huge "" down payment '' in order to lock in and secure a settlement amount. I was not able to do that. I had no one to borrow money from and cause if this account on my credit I could n't do a balance transfer like they suggested. This item was place in my credit as a lien item ( ref # XXXX ). I have tried to work with them to get this matter resolved and was asking the best attempt to pay this with payments of {$50.00} which they told me I HAD to set up with auto payments. They did not allow. Me to make payments on this as a settlement amount, which I feel is unfair and a lie. I have heard other people are able to do so and have done so. They told me the lowest settlement amount was like 60 % of the total debt. I feel that was an unfair statement and a lie. The debt was places with a so called attorney office but they were very rude and harassed me about this bill continuously with threatening tactics. I made a complaint to capital one and it was supposed to be sent back to original creditor, capital one, they told me I would receive a settlement offer in the mail, but never have. I am tired of the stress and hassle to try to pay this dept. I have had many unexpected medical bills come up. I think it is wrong when companies take advantage of consumer because we do n't know the proper wording to use to get them to be honest with us. It is unfair that one can pay 30 % of a debt that is owed and make payments toward that but they refuse to allow me to and say that 's not possible. That is unfair and deceptive and against the law. 
"
Capital One,"I recently was approved for a credit card from Capital One following a hard inquiry to my credit report. I received it a week later and I answered the previous address security questions accurately. I was told my card was locked due to suspicious fraudulant activity. It has never been used and its already been used illegally by the person it belongs all in a 1 minute time span. I was sent an email for my documentation verifying my identity and it suffice. I sent them again. They now want a bank statement. I give them my account number. They then say id recieve an email. No such luck. They then advised me to go to any local bank while they are on the line then they would talk to the teller inside. XXXX consececutive banks said they have never heard of such a method of verification. Still no activation. Still no replacement card. No other methods of verification. I was pubicly humiliated by the methods instucted by the fraud department. I have now a balance of {$340.00} for money that nobody even spent. It has caused me to be evicted from my home of 14 years because i used that credit line to secure a loan i cant pay back due to Capital One 's erroronous information. I have been civilly violated and I am cognizant enough to know that this is a crime and a Civil Rights lawsuit is my next step. 
"
Capital One,"I bought product from a kiosk at the XXXX XXXX from a company Called "" XXXX ''. They fraudulently did not disclose that all sales are final and tricked me into buying the product with no course of refund. I tried to dispute the transaction with Capital One and they denied my case and told me to work with the merchant. They promise fraudulent protection yet denied me when I needed it the most. If i could have resolved the issue with the merchant I would have. But the fact I couldnt want why Iook the option to dispute the charges 
"
Capital One,"I have XXXX ( XXXX ) credit cards from Capital One Bank. I attempted recently to combine my cards and Capital One denied me with good cause as according to there website, I did not qualify. 
I worked very hard for over a month to meet the requirements. I attempted again meeting the announced requirements and yet again, I was denied. The requirements listed were : "" XXXX of my cards must be in good standing, XXXX of my cards must be at a XXXX ( XXXX ) balance, both of my cards must be linked to online banking, and neither XXXX of my cards should have pending transactions ''. I called the bank and was told they could not tell me why I was denied because I met all the requirements. I also filed against the bank VIA XXXX. I received the same response from the bank VIA the "" XXXX '' as I did from the customer service reps. All I want to do is combine my cards to make it easier for me to manage my credit and pay my bills. If this is not possible and the account combination is a hoax, it is not funny and it should be taken down. 
"
Capital One,"XXXX XXXX XXXX has reported to all XXXX credit bureaus that I have a delinquent credit card account with them that I do not believe is mine. I have sent numerous requests for proof of debt according to the FTC guidelines and have asked that they provide me with something with my signature on it that I indeed applied and used this credit card. To date, all I have gotten from them are responses to the effect that this account was applied for online and that I made a payment on the account. Still nothing showing proof that this debt and all charges thereto are indeed mine. I contacted the FTC about this situation and they referred me to you for help with this situation. All I 'm asking is that I get written documentation of some document with my signature on it that proves this debt. 
"
Capital One,"I have a credit card with Capital One. I asked them to remove a "" 30 day late '' pay as a show of goodwill towards me. I 've read articles that suggested to do this, and I 've seen other credit card companies do it. Capital One said that they could not remove the "" 30 day late '' pursuant to the Fair Credit Reporting act. I understand that creditors are required to report accurate data ; but can they do customers a favor by removing a "" 30 day late '' from the customer 's payment history? 
"
Capital One,"Hello, I am writing this complaint with regards to a Balance transfer I did from my Capital One Credit Card account to XXXX XXXX XXXX Credit Card account on XXXX XXXX, 2015. I put the account number of my XXXX XXXX XXXX 's account and submitted the transfer. After 10 days when the funds were not showing on my XXXX XXXX XXXX 's account, I called the Capital one for the status and they confirmed me that funds have already been sent out. After further investigation, it was found that the funds were actually sent to XXXX XXXX instead of XXXX XXXX XXXX. They put my XXXX XXXX XXXX 's account number but sent it to the wrong address to XXXX 's and I do not have any account with XXXX 's. We then had a conference call first which was between me, Capital One and XXXX XXXX XXXX and they, XXXX XXXX XXXX, confirmed that the account number was right which I requested for Balance Transfer but they have not received any payment or funds. Then we had another conference call which was between me, Capital One and XXXX and representative from XXXX confirmed that I do not have any account with them, so they can not find any payment or funds. 
Later Capital One started investigation and as per them, they requested XXXX to return the funds from there missing file. This was done on XXXX XXXX, 2015. 
Yesterday, XXXX XXXX, 2015, when I called Capital One for an update, they told me that they have not received any funds back from XXXX and also they can not guarantee to refund my money if XXXX do n't reply them. 
I provided the correct Bank Information and Capital One erroneously wired/transferred funds to the wrong Bank. I have not received any funds, it was their error, yet they will not correct my account balance on the original credit card unless XXXX refunds. 
Thank you, XXXX XXXX XXXX 
"
Capital One,"on XXXX/XXXX/2016 I made a payment in full to Capital One on my secured credit card. The limit on the card is XXXX the balance owed was XXXX. I paid the entire amount. I have never missed a payment and so far as I know I have never had a payment returned. In good faith I went out to use the card and was unable to use it. Upon calling Capital One I was informed that they were holding my funds. At no time in the year that I have had this account have I ever had funds held for verification of payment. XXXX a customer service supervisor at Capital One would do nothing to assist other than to tell me to call them when the bank is open so they can verify the payment has cleared. 
"
Capital One,"About a couple of weeks ago I received a phone call from a collection company from XXXX. The lady was very nasty requiring a payment to settle a collection account. I ended the call, but I was curious about why someone called me to settle an account. I went to XXXX to investigate where the call came from and it is from XXXX XXXX XXXX from XXXX, NM. My concern is that she is part of stealing my identity. Then immediately I went to XXXX to verify my credit information. Sure enough, I found to credit cards that someone else opened using my information. I have no knowledge on either XXXX of these accounts. I called Capital One Bank and XXXX XXXX and one ca n't find an account under my name and the other one did not help me at all. The purpose of this complain is to clear my credit from both of these accounts. I am submitting an individual complaint to solve each of the fraudulent accounts from Capital One Bank and XXXX XXXX XXXX. I am a XXXX veteran and this is aggravating my mental and emotional well-being. 
"
Capital One,"On XXXX XXXX, 2015 I sent via snail mail the Capital One Transaction Support Center the following signed letter : "" Dear Capital One, Thank you for your update notice dated XXXX XXXX, 2015 regarding my dispute with XXXX XXXX billed on XXXX/XXXX/2015 for {$71.00}. Per your letter, I write to provide you with documentation ( email sent by the merchant XXXX XXXX, 2015 ) that substantiates that my subscription ( ID : XXXX ) was canceled, the request was processed, and no further charges should have been posted by the merchant. 
This enclosed email from the merchant is the only documentation I received from the merchant ; therefore, I thought everything was resolved. Clearly, the merchant from the beginning should not have applied a charge to my account. I 'm grateful that you credited my account when I initially contacted you, and once again respectfully request that you re-credit my account for {$71.00} because I have provided per your request substantial documentation to the contrary. '' On XXXX XXXX, 2015 I received a response notice from Capital One Transaction Support Center re : case number XXXX stating "" While we have received your response to this request, it lacks all of the previously requested information needed to validate your dispute. Unfortunately, based on the information we have, we are unable to assist with your claim because we can only request a credit from a merchant if we can document how the merchant violated an operating guideline. Unfortunately, based on the information we have, we 're unable to request a credit from the merchant. If you still want to dispute the charge, please contact the merchant and work directly with them. At this time, we consider your case closed. '' 
"
Capital One,"I have received a credit card offer in the mail on XXXX/XXXX/2016 for my deceased wife, XXXX XXXX. She has been deceased for over one year. Eight months ago I placed her name on the FTC list for opting out of solicitations. I have attempted to contact the company by following instructions from their web-site. Their privacy policy directs me to "" submit an unsubscribe request '' yet no feature exists on their website. The policy provides no alternative phone number nor mailing address. My complaint is to report the credit card company for violating federal regulations by publishing a privacy policy with bogus opt-out instructions. 
"
Capital One,"paid an unauthorized/disputed charge to my XXXX account while still in arbitration 
"
Capital One,"hi I filed b.K IN 2010 I applied for a capital one credit card at a high rate interest rate however I knew this this was to get me back on my feet I have a credit score now of XXXX I have tried several times to talk to them they tell me to reapply for other cards with them I do they turn me down I call them to see if they can lower my interest they turn me down now I got a new statement they raised it now to XXXX per I need your help they are using my B.K and are robbing me 
"
Capital One,"I signed up for the Capital One XXXX rewards card with the intention of using this card for its travel benefits. Knowing I would be able to spend the {$3000.00} in the first three months required to obtain a XXXX mile reward, I applied and was accepted. I applied for the card and was accepted the beginning of XXXX 2015, and was given a 7 - 10 day estimate to when my new card would be delivered. It never came, I called it in XXXX XXXX, 2015 when it had not arrived after 14 days and was told they were sorry that the card was actually never shipped to begin with. They promised to expedite ship my card to me then, and that it would be at my address within 3 days time. It was not. I called again, this new representative looked at her system and stated that the card I was supposed to have expedited to me was also not ever in the mail. The previous rep had just taken down notes but never began the process of issuing a card to me. By this time, it is now a week into XXXX 2015. I finally get my card in the mail two weeks into XXXX, and call in to ask what can be done about the fact that I was supposed to have three months to spend {$3000.00}, but I will of had the card for only a month and a half. I was told to use the card as normal and that I would get a call back before the time period was up to discuss it further. XXXX XXXX XXXX XXXX had told me that shw would take care of it, and that I should n't worry. I would be treated fairly. I proceeded to use the card, and called in when my time was running near, this is at end of XXXX. 

The rep that answered says that XXXX is not available but that she would have her give me a call back. She did n't. I call again after another week of no response. Only to have someone tell me that I could possibly get an extention on the time frame needed for the rewards bonus. But that I would need to wait for a response from her as she was supposedly a manager and this particular rep did not have that kidn of authority. I NEVER GET A CALL. I am just told "" you should get a call withing 7 -- 10 days from someone to help resolve this issue, we apologize for any inconvenience ''. I wait, and wait. Then wait some more. Nothing - for months. How can one make progress when the customer is the only XXXX showing initiative to reach out to resolve an issue, and the issuer does not even comply to their own statement of giving a simple call back? 

Enough was enough, I called XXXX last time, and was told that there is no record of anyone talking my calls and that they are sorry that there was nothing they can do from then on. I recorded times, dates, and employee numbers during this time. Yes, there is a record of calls made. the contract I signed when I was accepted for the card says THREE MONTHS to spend {$3000.00}, and I was given only HALF the time. Not once, did I ever receive a call that was promised to me. Not even once. 

Also, the automatic payments continues to charge my old bank account to pay off balances, even when I have deleted my old bank and inserted my new bank information. Glitchy webpages have made my old account overdraft by using the wrong source of payment. 
"
Capital One,"I have contacted Capital One to let them know of this unauthorized fraud account, however they sent me to collection and now I found out on my credit report that there is a judgment apparently they sued me for this account, and a judgment has been entered, when they did n't even let me know they sued me, so I could appear in court. I can not believe they held me liable for an account that I did not open, I have never done business with this this credit card company, and they sent me to collection and latter sued me for this and not even let me know they did. I had to find out from my credit report. Now I have a civil records and judgment that is filed against me for account that I did not open, with a credit card company I never done business with. 
"
Capital One,"I have a Kohl 's charge account. 

I added my checking account information to their online system and it shows as verified. I initiated an online payment for my minimum amount due on XX/XX/2016. Kohl 's never attempted to withdraw the payment from my bank. My bank account records confirm this fact. On XX/XX/XXXX, I was charged a return check charge and the payment was reversed. 

I verified on my account page that my routing info is entered correctly. The system only allows you to see the last XXXX digits of your bank account, but I also confirmed that. Further, I confirmed the account number by entering it XXXX when initially adding the checking account on the Kohl 's website. 

Kohl 's erroneously failed to submit my payment to my bank correctly and then charged me a returned check fee. However, there were sufficient funds in my account at the time I submitted the payment and I provided Kohls with accurate routing and checking account number information. 

Upon a cursory XXXX search, I found that I am not the first person that this or something similar has happened to and that Kohls is engaged in a pattern of this behavior in order to collect extra late fees and reverse check fees from customers who pay their accounts diligently and on time. 

I will pay the balance of the Kohl 's charge in store to avoid any further incidents of this sort. 
"
Capital One,"I spoke to someone in the Executive Office of Capital One last year in regards to a previous concern. During that conversation they stated my annual fee could be permanently be removed on XXXX accounts but wait till beginning of year so they could remove annual fee permanently along with combining my accounts.Now they are renigging sayng they never said that. 
"
